date,state,cases,deaths
21-06-2022,New York,5545860,68781
22-06-2022,New York,5549995,68829
23-06-2022,New York,5555804,68869
24-06-2022,New York,5563095,68886
25-06-2022,New York,5565498,68886
26-06-2022,New York,5567573,68886
27-06-2022,New York,5579899,68899
28-06-2022,New York,5584234,68943
29-06-2022,New York,5589488,68967
30-06-2022,New York,5596869,68988
01-07-2022,New York,5604401,69011
02-07-2022,New York,5607336,69011
03-07-2022,New York,5609533,69011
04-07-2022,New York,5611362,69020
05-07-2022,New York,5627516,69037
06-07-2022,New York,5632283,69051
07-07-2022,New York,5638156,69106
08-07-2022,New York,5647470,69118
09-07-2022,New York,5650598,69118
10-07-2022,New York,5653107,69118
11-07-2022,New York,5668334,69141
12-07-2022,New York,5676121,69182
13-07-2022,New York,5682130,69201
14-07-2022,New York,5691891,69223
15-07-2022,New York,5700453,69245
16-07-2022,New York,5703638,69245
17-07-2022,New York,5706285,69245
18-07-2022,New York,5722320,69268
19-07-2022,New York,5727636,69322
20-07-2022,New York,5735607,69352
21-07-2022,New York,5744579,69369
22-07-2022,New York,5752964,69408
23-07-2022,New York,5756123,69408
24-07-2022,New York,5758805,69408
25-07-2022,New York,5773608,69435
26-07-2022,New York,5778917,69495
27-07-2022,New York,5785423,69522
28-07-2022,New York,5793691,69564
29-07-2022,New York,5796900,69576
30-07-2022,New York,5799922,69576
31-07-2022,New York,5802579,69576
01-08-2022,New York,5821036,69628
02-08-2022,New York,5825470,69689
03-08-2022,New York,5828675,69697
04-08-2022,New York,5840606,69763
05-08-2022,New York,5848249,69794
06-08-2022,New York,5850790,69794
07-08-2022,New York,5852939,69794
08-08-2022,New York,5864089,69815
09-08-2022,New York,5868484,69877
10-08-2022,New York,5874882,69911
11-08-2022,New York,5882394,69941
12-08-2022,New York,5888845,69976
13-08-2022,New York,5891418,69976
14-08-2022,New York,5893546,69976
15-08-2022,New York,5900333,70001
16-08-2022,New York,5902192,70026
17-08-2022,New York,5911816,70079
18-08-2022,New York,5917733,70102
19-08-2022,New York,5923462,70130
20-08-2022,New York,5925952,70130
21-08-2022,New York,5928033,70130
22-08-2022,New York,5937264,70162
23-08-2022,New York,5941134,70216
24-08-2022,New York,5945342,70248
25-08-2022,New York,5951183,70273
26-08-2022,New York,5956144,70290
27-08-2022,New York,5958345,70290
28-08-2022,New York,5960376,70290
29-08-2022,New York,5968639,70330
30-08-2022,New York,5971989,70374
31-08-2022,New York,5975934,70403
01-09-2022,New York,5981489,70441
02-09-2022,New York,5985714,70458
03-09-2022,New York,5987951,70458
04-09-2022,New York,5989830,70458
05-09-2022,New York,5991162,70458
06-09-2022,New York,5999853,70499
07-09-2022,New York,6003329,70551
08-09-2022,New York,6007018,70581
09-09-2022,New York,6009470,70588
10-09-2022,New York,6011665,70588
11-09-2022,New York,6014083,70588
12-09-2022,New York,6023808,70643
13-09-2022,New York,6026783,70697
14-09-2022,New York,6031598,70733
15-09-2022,New York,6033898,70740
16-09-2022,New York,6041536,70780
17-09-2022,New York,6044796,70780
18-09-2022,New York,6047070,70780
19-09-2022,New York,6055837,70802
20-09-2022,New York,6059413,70850
21-09-2022,New York,6064374,70875
22-09-2022,New York,6070978,70894
23-09-2022,New York,6076941,70920
24-09-2022,New York,6079789,70920
25-09-2022,New York,6082194,70920
26-09-2022,New York,6090273,70936
27-09-2022,New York,6093545,70981
28-09-2022,New York,6097881,71008
29-09-2022,New York,6103582,71073
30-09-2022,New York,6109107,71097
01-10-2022,New York,6111750,71097
02-10-2022,New York,6113898,71097
03-10-2022,New York,6122102,71124
04-10-2022,New York,6125135,71167
